proxy_start hostname=ganymede http=0.0.0.0:30143 registry=0.0.0.0:31143
registry_add role=decode http=10.1.0.3:33143 zmq=10.1.0.3:34143
registry_add role=prefill http=10.1.0.6:32143 zmq=10.1.0.6:34143
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=182 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_9735681254074a47893d528a222b6ed6 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
route count=183 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_df1ad61d1e3b49e4a899ab343ea0ebec prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=184 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_1b9ce367c33148008db2276f6de8cab3 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=185 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_11c9647f8f6f46d98bacbaa8ed8ace78 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=186 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_8746a8076fef42cdb7ad5489747a1e5b prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=187 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_0ff60e29b1874123af941089f1110421 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=188 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_1fbf35f6f58f43c1888bdb4feeb9528c prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=189 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_a084af798e1b4ee59170e7780164451a prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=190 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_63c205cb01d34e818733c18b8bedc527 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=191 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_2118f1678501480bbde73b89d1aa3ac9 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=192 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b66e5a608d7a4b769494c5c2504edaf0 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=193 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_a0a404c543fc45ea99f36cd8fee61d46 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=194 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_511381d026f1444b8bf5957041ece57e prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=195 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_97556d2a6c4d4d2e969cca71b8bdbc56 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=196 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_767e63fc4dbf4cd49ff3787e37f84abc prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=197 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_6d67ecc21df34256a749c6c94d065657 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=198 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_c45e1cc8b9864403aca04df07595c432 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
